q_id,q_status,q_date,ia_date,wd_date,on_date,entity,project_name,developer,utility,county_1,county_2,county_3,state,region,service,poi_name,prop_date,IA_status_raw,IA_status_clean,type_clean,type1,type2,type3,mw1,mw2,mw3,queue
706,withdrawn,3/31/2011,,,,CAISO,GIFFEN 1,,PGAE,fresno,,,CA,CAISO,Full Capacity,Giffen Substation 70KV,3/1/2014,,System Impact Study,Solar,Solar,,,18,,,701
846,withdrawn,3/31/2011,,,,CAISO,SOLAR FOUR,,SDGE,imperial,,,CA,CAISO,Full Capacity,Imperial Valley 230-kV Substation,4/30/2017,,Feasibility Study,Solar,Solar,,,510,,,702
786,withdrawn,3/31/2011,,,,CAISO,HIGHWAY 58 SOLAR ENERGY PROJECT,,SCE,kern,,,CA,CAISO,Full Capacity,Windhub Substation 66kV,12/1/2014,,Feasibility Study,Solar,Solar,,,80,,,703
842,withdrawn,3/31/2011,,,,CAISO,JASPER SEGS (FKA SONORAN WEST II),,SCE,san bernardino,,,CA,CAISO,Full Capacity,Jasper Substation 220kV,1/1/2016,,System Impact Study,Other,Steam Turbine,,,540,,,704
809,withdrawn,3/31/2011,,,,CAISO,ELEVATION SOLAR C,,PGAE,fresno,,,CA,CAISO,Full Capacity,Stroud switching station 70kV,,,Facility Study,Solar,Solar,,,0.1,,,705
853,withdrawn,3/31/2011,,,,CAISO,MONOLITH 20 MW (FKA WDAT-BREEZE),,SCE,kern,,,CA,CAISO,Full Capacity,Monolith Substation 66kV,10/1/2013,,System Impact Study,Solar,Solar,,,20,,,706
832,withdrawn,3/31/2011,,,,CAISO,STANISLAUS SOLAR,,PGAE,stanislaus,,,CA,CAISO,Full Capacity,Tesla - Miller 115 KV,2/28/2014,,Feasibility Study,Solar,Solar,,,75,,,707
793,withdrawn,3/31/2011,,,,CAISO,TCA SOLAR GOLDTOWN,,SCE,kern,,,CA,CAISO,Full Capacity,Goldtown Substation 66kV Bus,4/1/2013,,System Impact Study,Solar,Solar,,,75,,,708
820,withdrawn,3/31/2011,,,,CAISO,LIBERTY SOLAR,,PGAE,fresno,,,CA,CAISO,Full Capacity,Mendota Sub 115KV Bus,,,Facility Study,Solar,Solar,,,0.1,,,709
768,active,3/31/2011,9/10/2014,,,CAISO,BIG SKY SOLAR,,SCE,los angeles,,,CA,CAISO,Partial Capacity,Antelope Substation 230kV bus,,Executed,IA Executed,Solar+Battery,Solar,Battery,,320,163,,710
677,withdrawn,3/31/2011,,,,CAISO,"BLACK ROCK 1,2,3,4, & 5,6",,SDGE,imperial,,,CA,CAISO,Full Capacity,Imperial Valley Sub,6/16/2015,,Feasibility Study,Other,Steam Turbine,,,470,,,711
781,withdrawn,3/31/2011,,,,CAISO,ZODIAC SOLAR,,SDGE,san diego,,,CA,CAISO,Full Capacity,Barrett-Cameron 69kV line,,,Facility Study,Solar,Solar,,,0.1,,,712
696,withdrawn,3/31/2011,,,,CAISO,DUNNIGAN,,PGAE,yolo,,,CA,CAISO,Full Capacity,"Cortina - Vaca 230; Delevan - Vaca #1 230 KV, and Delevan - Vaca #2 230 KV",1/11/2014,,System Impact Study,Wind,Wind,,,301,,,713
784,withdrawn,3/31/2011,,,,CAISO,GWF TRACY SOLAR,,PGAE,san joaquin,,,CA,CAISO,Full Capacity,Schulte sub 115 KV,6/2/2014,,System Impact Study,Solar,Solar,,,50,,,714
819,withdrawn,3/31/2011,,,,CAISO,WESTLANDS LEMOORE SOLAR,,PGAE,kings,,,CA,CAISO,Full Capacity,Gates Substation 500 KV,,,Feasibility Study,Solar,Solar,,,250,,,715
744,active,3/31/2011,8/23/2013,,,CAISO,REDWOOD SOLAR FARM,,PGAE,kern,,,CA,CAISO,Partial Capacity,Lamont 115 KV,7/1/2014,Executed,IA Executed,Solar,Solar,,,90,,,716
685,withdrawn,3/31/2011,,,,CAISO,CENTINELA SOLAR ENERGY  EXPANSION II - 45 MW EXPANSION,,SDGE,imperial,,,CA,CAISO,Energy Only,Imperial Valley 230 kV bus,9/1/2014,,System Impact Study,Solar,Solar,,,45,,,717
830,withdrawn,3/31/2011,,,,CAISO,SOLANO SOLAR,,PGAE,solano,,,CA,CAISO,Full Capacity,Vaca - Dixon Sub 115 KV Bus,2/28/2014,,Feasibility Study,Solar,Solar,,,80,,,718
666,withdrawn,3/31/2011,,,,CAISO,COLUMBIA SOLAR ENERGY,,PGAE,contra costa,,,CA,CAISO,Energy Only,Pittsburg - Kirker - Columbia Steel 115 KV line,,,Feasibility Study,Solar,Solar,,,5,,,719
788,withdrawn,3/31/2011,,,,CAISO,ROYAL SOLAR PROJECT,,SCE,los angeles,,,CA,CAISO,Full Capacity,Antelope Substation 66kV bus,6/1/2014,,System Impact Study,Solar,Solar,,,100,,,720
764,withdrawn,3/31/2011,,,,CAISO,SANTA CATARINA WIND,,SDGE,ensenada,,,MX,CAISO,Full Capacity,Imperial Valley Substation 500kV Bus,,,Feasibility Study,Wind,Wind,,,508,,,721
783,withdrawn,3/31/2011,,,,CAISO,DAGGETT SOLAR PROJECT,,SCE,san bernardino,,,CA,CAISO,Full Capacity,Cool Water Substation 115kV,6/1/2014,,System Impact Study,Solar,Solar,,,200,,,722
824,withdrawn,3/31/2011,,,,CAISO,PATRIOT SOLAR A,,PGAE,fresno,,,CA,CAISO,Energy Only,Mendota Sub 115 KV Bus,,,Facility Study,Solar,Solar,,,20,,,723
772,withdrawn,3/31/2011,,,,CAISO,TESLA SOLAR FARM,,PGAE,san joaquin,,,CA,CAISO,Full Capacity,Stanislaus - Manteca #2 115 kV Line,6/1/2014,,Feasibility Study,Solar,Solar,,,100,,,724
822,withdrawn,3/31/2011,,,,CAISO,WESTSIDE RENEWAL PV PROJECT,,PGAE,kings,,,CA,CAISO,Full Capacity,Gates - Midway 230 KV,2/28/2014,,Feasibility Study,Solar,Solar,,,110,,,725
766,withdrawn,3/31/2011,,,,CAISO,SILVERTREE GREENWORKS,,SDGE,imperial,,,CA,CAISO,Full Capacity,Imperial Valley Substation 230kV bus,,,System Impact Study,Solar,Solar,,,150,,,726
669,withdrawn,3/31/2011,,,,CAISO,ALTA 15,,SCE,kern,,,CA,CAISO,Full Capacity,Highwind Substation 230kV Bus,,,Feasibility Study,Wind,Wind,,,502,,,727
748,withdrawn,3/31/2011,,,,CAISO,RE CANNON,,PGAE,kern,,,CA,CAISO,Full Capacity,Smyrna - Semitropic - Midway 115 KV line,,,Feasibility Study,Solar,Solar,,,20,,,728
855,operational,3/31/2011,10/22/2014,,12/2/2016,CAISO,COPPER MOUNTAIN SOLAR 4,,SDGE,clark,,,NV,CAISO,Full Capacity,Merchant Switchyard 230 kV,2/28/2013,Executed,IA Executed,Solar,Solar,,,92,,,729
833,withdrawn,3/31/2011,,,,CAISO,WARTHAN CREEK SOLAR PROJECT,,PGAE,fresno,,,CA,CAISO,Full Capacity,Coalinga   70 KV,12/1/2013,,Feasibility Study,Solar,Solar,,,20,,,730
780,withdrawn,3/31/2011,,,,CAISO,ZAMORA SOLAR,,PGAE,yolo,,,CA,CAISO,Full Capacity,Woodland - Zamora - Rio Oso #2  115kV Bus,3/1/2013,,Feasibility Study,Solar,Solar,,,30,,,731
795,operational,3/31/2011,3/11/2014,,4/30/2016,CAISO,KINGBIRD SOLAR A (FKA AV SOLAR RANCH 2-A),,SCE,kern,,,CA,CAISO,Full Capacity,Whirlwind Substation 230 kV bus,8/30/2013,Executed,IA Executed,Solar,Solar,,,20,,,732
742,withdrawn,3/31/2011,,,,CAISO,PLAINFIELD SOLAR,,PGAE,yolo,,,CA,CAISO,Full Capacity,Line Tap to 69 KV - Plainfield,3/1/2013,,Feasibility Study,Solar,Solar,,,20,,,733
835,withdrawn,3/31/2011,,,,CAISO,WSP 3,,PGAE,kings,,,CA,CAISO,Full Capacity,Gates Sub 500 KV Bus,2/1/2018,,Feasibility Study,Solar,Solar,,,800,,,734
807,withdrawn,3/31/2011,,,,CAISO,CVH POWER I,,SCE,maricopa,,,AZ,CAISO,Full Capacity,Harquahala Substation 500kV,9/15/2014,,Feasibility Study,Solar,Solar,,,300,,,735
862,withdrawn,3/31/2011,,,,CAISO,819 HANFORD SOLAR I,,PGAE,kings,,,CA,CAISO,Energy Only,"PG&E Armstrong 70kV switching station at intersection of S 11th Ave. and Idaho Avenue, Hanford, CA.",6/30/2012,,Feasibility Study,Solar,Solar,,,5,,,736
724,withdrawn,3/31/2011,,,,CAISO,MADISON SOLAR,,PGAE,kings,,,CA,CAISO,Full Capacity,Gates 230 KV Bus,,,Feasibility Study,Solar,Solar,,,500,,,737
687,active,3/31/2011,7/16/2013,,,CAISO,COLUMBIA SOLAR ENERGY 2 FKA COLUMBIA SOLAR ENERGY II,,PGAE,contra costa,,,CA,CAISO,Full Capacity,Pittsburg-Kirker-Columbia Steel 115 kV Line,,Executed,IA Executed,Solar+Battery,Solar,Battery,,20,20,,738
754,withdrawn,3/31/2011,,,,CAISO,RE OASIS,,SCE,riverside,,,CA,CAISO,Full Capacity,220kV Red Bluff Substation,,,Feasibility Study,Solar,Solar,,,300,,,739
750,withdrawn,3/31/2011,,,,CAISO,RE GOLDTOWN,,SCE,kern,,,CA,CAISO,Full Capacity,Either Goldtown-Corum or Goldtown-Lancaster 66kV line on Holt St.,,,Feasibility Study,Solar,Solar,,,20,,,740
815,withdrawn,3/31/2011,,,,CAISO,INSPIRATION SOLAR E,,PGAE,fresno,,,CA,CAISO,Full Capacity,Stroud switching station 70kV,,,Facility Study,Solar,Solar,,,0.1,,,741
717,withdrawn,3/31/2011,,,,CAISO,KINGSOLAR I,,PGAE,kings,,,CA,CAISO,Energy Only,Arco Sub 70 KV Bus,2/28/2013,,System Impact Study,Solar,Solar,,,20,,,742
817,withdrawn,3/31/2011,,,,CAISO,JERSEY AVE 20 MW SOLAR PROJECT,,PGAE,tulare,,,CA,CAISO,Full Capacity,Henrietta-GWF 115kV,6/30/2012,,Feasibility Study,Solar,Solar,,,20,,,743
751,withdrawn,3/31/2011,,,,CAISO,RE JAMESON,,PGAE,fresno,,,CA,CAISO,Full Capacity,Strout SW Station 70kV,,,System Impact Study,Solar,Solar,,,5,,,744
734,withdrawn,3/31/2011,,,,CAISO,MONTEZUMA WETLANDS,,PGAE,solano,,,CA,CAISO,Full Capacity,Birds Landing Substation 230 kV,11/1/2012,,System Impact Study,Wind,Wind,,,250,,,745
694,withdrawn,3/31/2011,,,,CAISO,DESERT BELL SOLAR,,SCE,riverside,,,CA,CAISO,Full Capacity,"Keim Substation, 500kV, 7.1 miles northeast of Colorado River Station",1/1/2014,,Feasibility Study,Solar,Solar,,,200,,,746
693,withdrawn,3/31/2011,,,,CAISO,DEL SUR SOLAR,,SCE,los angeles,,,CA,CAISO,Full Capacity,Del Sur Substation 66kV Bus,6/1/2012,,System Impact Study,Solar,Solar,,,38,,,747
692,withdrawn,3/31/2011,,,,CAISO,DEADHORSE WELLS GEOTHERMAL PROJECT,,SCE,mineral,,,NV,CAISO,Full Capacity,Control Substation 115kV Bus,,,System Impact Study,Other,Steam Turbine,,,27,,,748
697,withdrawn,3/31/2011,,,,CAISO,EAGLE MOUNTAIN PUMP STORAGE #3,,SCE,riverside,,,CA,CAISO,Full Capacity,Red Bluff Substation 230kV,7/1/2017,,Feasibility Study,Hydro,Hydro,,,1400,,,749
789,active,3/31/2011,4/23/2015,,,CAISO,RUGGED SOLAR FARM,,SDGE,san diego,,,CA,CAISO,Energy Only,Boulevard East Substation 69 kV,7/31/2015,Executed,IA Executed,Solar,Solar,,,72,,,750
668,withdrawn,3/31/2011,,,,CAISO,ADAME 1,,PGAE,fresno,,,CA,CAISO,Full Capacity,Mendota 115 kV,9/1/2014,,System Impact Study,Solar,Solar,,,118,,,751
681,withdrawn,3/31/2011,,,,CAISO,CALAVERAS WIND PROJECT (100/383MW),,SCE,kern,,,CA,CAISO,Full Capacity,SCE Highwind Substation 230kV,5/1/2015,,Feasibility Study,Solar+Wind,Solar,Wind,,100,383,,752
740,withdrawn,3/31/2011,,,,CAISO,SANDY VALLEY PHASE I SEGS (FKA PAHRUMP VALLEY SEGS),,VEA,clark,,,NV,CAISO,Full Capacity,Crazy Eyes Tap 230kV,9/30/2015,,Facility Study,Other,Steam Turbine,,,270,,,753
672,withdrawn,3/31/2011,,,,CAISO,APOLLO SOLAR,,SCE,kern,,,CA,CAISO,Full Capacity,Whirlwind Substation 66kV,3/31/2013,,Feasibility Study,Solar,Solar,,,51,,,754
2011,withdrawn,4/15/2011,,12/28/2022,,CAISO,GRAN VISTA,,PGAE,kern,,,CA,CAISO,Full Capacity,Midway-Wheeler Ridge #1 230 kV,7/31/2024,,System Impact Study,Solar+Battery,Solar,Battery,,140,140,,755
869,withdrawn,11/15/2011,,10/27/2014,,CAISO,HELM 1,,PGAE,fresno,,,CA,CAISO,Full Capacity,Helm Substation 70kV Bus,12/1/2015,,Facility Study,Solar,Solar,,,23,,,755
872,withdrawn,11/15/2011,,,,CAISO,BELRIDGE SOLAR ENERGY PROJECT,,PGAE,kern,,,CA,CAISO,Full Capacity,Carneras-Taft 70 kV Line,,,Feasibility Study,Solar,Solar,,,75,,,756
868,withdrawn,11/15/2011,,,,CAISO,CORDELIA HILLS WIND POWER PLANT,,PGAE,napa,,,CA,CAISO,Full Capacity,Vaca-Bahia 230kV line,10/1/2016,,Feasibility Study,Wind,Wind,,,301,,,757
867,withdrawn,11/15/2011,,,,CAISO,WHITEHORSE MOUNTAIN WIND POWER PLANT,,PGAE,siskiyou,modoc,,CA,CAISO,Full Capacity,Pit#1-Pit#3 230kV line,10/1/2016,,Feasibility Study,Wind,Wind,,,132,,,758
870,withdrawn,11/15/2011,,,,CAISO,HYDROGEN ENERGY CALIFORNIA  ( HECA ) PROJECT,,PGAE,kern,,,CA,CAISO,Full Capacity,Midway-Wheeler Ridge 230 kV,9/1/2017,,System Impact Study,Gas,Gas,,,340,,,759
873,withdrawn,11/15/2011,,,,CAISO,SUN VALLEY ENERGY CENTER-1,,SCE,maricopa,,,AZ,CAISO,Full Capacity,Palo Verde-Devers #1 500kV line,9/30/2015,,System Impact Study,Solar,Solar,,,200,,,760
875,withdrawn,11/15/2011,,,,CAISO,SILVERLEAF SOLAR II,,SDGE,imperial,,,CA,CAISO,Full Capacity,Imperial Valley Substation 230kV,,,Feasibility Study,Solar,Solar,,,60,,,761
866,withdrawn,11/15/2011,,,,CAISO,REDWOOD HOUSE WIND POWER PLANT,,PGAE,humboldt,,,CA,CAISO,Full Capacity,Humboldt-Bridgeville 115 kV line,10/1/2015,,Feasibility Study,Wind,Wind,,,72,,,762
871,withdrawn,11/15/2011,,,,CAISO,MESA VERDE SOLAR,,SCE,riverside,,,CA,CAISO,Full Capacity,Colorado River Substation 230kV,3/1/2014,,System Impact Study,Solar,Solar,,,80,,,763
874,withdrawn,11/15/2011,,,,CAISO,BLYTHE MESA SOLAR II,,SCE,riverside,,,CA,CAISO,Full Capacity,Colorado River Substation 230kV,,,Feasibility Study,Solar,Solar,,,500,,,764
876,withdrawn,11/21/2011,,,,CAISO,ZANNON SOLAR,,PGAE,santa barbara,,,CA,CAISO,Energy Only,Cuyama Substation,,,Feasibility Study,Solar,Solar,,,5,,,765
933,withdrawn,4/2/2012,,,,CAISO,WELLHEAD POWER MIDFRUIT CHP,,PGAE,kern,,,CA,CAISO,Full Capacity,Rio Bravo Tomato Substation 115 kV Bus,4/1/2014,,System Impact Study,Other,Other,,,49,,,765
926,withdrawn,4/2/2012,,,,CAISO,GOLDEN HILLS POWER,,SCE,kern,,,CA,CAISO,Full Capacity,Windhub Substation 230 kV,3/15/2015,,Facility Study,Gas,Gas,,,550,,,765
891,withdrawn,4/2/2012,,,,CAISO,TOWNSITE SOLAR PROJECT,,SCE,clark,,,NV,CAISO,Full Capacity,Eldorado Substation 230 kV bus,6/1/2014,,System Impact Study,Solar,Solar,,,180,,,765
892,withdrawn,4/2/2012,,,,CAISO,SIBERIA PHASE III SEGS,,SCE,san bernardino,,,CA,CAISO,Full Capacity,Pisgah Substation 220kV bus,,,System Impact Study,Solar,Solar,,,140,,,765
881,withdrawn,4/2/2012,,,,CAISO,BLYTHE MESA SOLAR II - C5,,SCE,riverside,,,CA,CAISO,Full Capacity,Colorado River Substation 230kV,,,Feasibility Study,Solar,Solar,,,500,,,765
938,withdrawn,4/2/2012,,,,CAISO,TENASKA MOUNTAIN BASIN,,SCE,kern,,,CA,CAISO,Full Capacity,Windhub 230 kV bus,6/1/2016,,Feasibility Study,Gas,Gas,,,300,,,765
920,withdrawn,4/2/2012,,,,CAISO,YERMO SOLAR,,SCE,kern,,,CA,CAISO,Full Capacity,Coolwater-DunnSiding-Baker Substation 115kV,1/1/2015,,Feasibility Study,Solar,Solar,,,75,,,765
928,withdrawn,4/2/2012,,10/31/2014,,CAISO,DELTA SOLANO WIND,,PGAE,solano,,,CA,CAISO,Full Capacity,CPN Creed/ Goose Haven Subs - Lambie Switching Station 230 kV,,,Facility Study,Wind,Wind,,,175,,,765
925,withdrawn,4/2/2012,,,,CAISO,TEHACHAPI SPINDLE,,SCE,kern,,,CA,CAISO,Full Capacity,Windhub Substation 230kV bus,9/30/2014,,System Impact Study,Battery,Battery,,,20,,,765
893,withdrawn,4/2/2012,,,,CAISO,HUNTINGTON BEACH,,SCE,orange,,,CA,CAISO,Energy Only,Huntington Beach Switching Station 230kV,6/1/2020,Executed,IA Executed,Gas,Gas,,,939,,,766
890,withdrawn,4/2/2012,,,,CAISO,BACKUS SOLAR ENERGY,,SCE,kern,,,CA,CAISO,Full Capacity,Cal Cement-Rosamond 69kV line,3/1/2014,,System Impact Study,Solar,Solar,,,50,,,767
897,active,4/2/2012,1/29/2016,,,CAISO,STAGE COACH SOLAR,,SCE,san bernardino,,,CA,CAISO,Energy Only,Calcite Substation 220kV bus,12/1/2016,Executed,IA Executed,Solar+Battery,Solar,Battery,,200,50,,768
883,withdrawn,4/2/2012,,,,CAISO,RIPON LM6000 REPOWER,,PGAE,san joaquin,,,CA,CAISO,Full Capacity,Tesla - Stockton Co-Gen Jct 115 kV Line,9/1/2018,,Feasibility Study,Gas,Gas,,,11,,,769
889,withdrawn,4/2/2012,,,,CAISO,SANDY VALLEY PHASE II SEGS,,SCE,clark,,,NV,CAISO,Full Capacity,Eldorado Substation 220 kV Bus,6/30/2016,,Feasibility Study,Other,Steam Turbine,,,540,,,770
927,withdrawn,4/2/2012,,,,CAISO,TEHACHAPI VALLEY SOLAR I,,SCE,kern,,,CA,CAISO,Full Capacity,Highwind Substation 230kV bus,1/15/2015,,Facility Study,Solar,Solar,,,45,,,771
912,withdrawn,4/2/2012,,,,CAISO,SANBORN SOLAR,,SCE,kern,,,CA,CAISO,Full Capacity,Windhub Substation 220kV,1/1/2015,,Feasibility Study,Solar,Solar,,,150,,,772
921,withdrawn,4/2/2012,,,,CAISO,SPS AS 40MW PV GENERATION FACILITY,,PGAE,tulare,,,CA,CAISO,Full Capacity,Alpaugh-Smyrna 115kV Line,12/1/2016,,System Impact Study,Solar,Solar,,,40,,,773
924,withdrawn,4/2/2012,,,,CAISO,RED MOUNTAIN WIND ENERGY CENTER - C5,,PGAE,merced,,,CA,CAISO,Full Capacity,Los Banos-Westly 230 kV Line,12/1/2015,,Feasibility Study,Wind,Wind,,,150,,,774
932,withdrawn,4/2/2012,,,,CAISO,ENN MOJAVE POWER 4,,SCE,clark,,,NV,CAISO,Full Capacity,Mohave-Eldorado 500kV line,12/1/2015,,System Impact Study,Gas+Solar,Gas,Solar,,100,200,,775
942,withdrawn,4/2/2012,,,,CAISO,MIRAGE SOLAR,,SCE,kern,,,CA,CAISO,Full Capacity,Kramer Substation 220kV bus,4/30/2016,,System Impact Study,Solar,Solar,,,250,,,776
934,withdrawn,4/2/2012,,,,CAISO,WELLHEAD POWER NELLA CHP,,PGAE,merced,,,CA,CAISO,Full Capacity,Santa Nella-Canal 70kV line,4/1/2014,,System Impact Study,Other,Other,,,49,,,777
906,withdrawn,4/2/2012,,,,CAISO,LUCERNE SOLAR ENERGY - C5,,SCE,san bernardino,,,CA,CAISO,Full Capacity,Jasper Substation 230kV,5/1/2015,,Feasibility Study,Solar,Solar,,,100,,,778
904,withdrawn,4/2/2012,,,,CAISO,MULE MOUNTAIN - C5,,SCE,riverside,,,CA,CAISO,Full Capacity,Colorado River Substation 230kV,7/1/2016,,Feasibility Study,Solar,Solar,,,150,,,779
878,withdrawn,4/2/2012,,,,CAISO,HORSE LAKE,,PGAE,lassen,,,CA,CAISO,Full Capacity,Westwood Substation 60kV,,,Feasibility Study,Wind,Wind,,,51,,,780
896,withdrawn,4/2/2012,,,,CAISO,LOS ROBLES,,SDGE,san diego,,,CA,CAISO,Full Capacity,Boulevard East Substation 138kV,9/1/2015,,System Impact Study,Solar,Solar,,,100,,,781
895,withdrawn,4/2/2012,,,,CAISO,TIERRA DEL SOL II,,SDGE,san diego,,,CA,CAISO,Full Capacity,Boulevard East Substation 138kV,,,Facility Study,Solar,Solar,,,15,,,782
908,withdrawn,4/2/2012,,,,CAISO,PAHRUMP VALLEY SOLAR (FKA LATHROP WELLS 240MW),,VEA,nye,,,NV,CAISO,Full Capacity,Crazy Eyes Tap 230kV,6/1/2017,,Facility Study,Solar+Other,Solar,,,50,160,,783
877,operational,4/2/2012,11/14/2014,,3/5/2019,CAISO,CALIFORNIA FLATS SOLAR,,PGAE,monterey,,,CA,CAISO,Full Capacity,Morro-Gates 230kV line,,Executed,IA Executed,Solar+Battery,Solar,Battery,,280,60,,784
914,withdrawn,4/2/2012,,,,CAISO,VEA BLACKROCK,,VEA,nye,,,NV,CAISO,Full Capacity,Vista Substation 138kV,12/1/2014,,System Impact Study,Solar,Solar,,,20,,,785
913,withdrawn,4/2/2012,,,,CAISO,QUARTZ 1 SOLAR,,SCE,riverside,,,CA,CAISO,Full Capacity,Colorado River Substation 230 kV bus,,,System Impact Study,Solar,Solar,,,150,,,786
939,withdrawn,4/2/2012,,,,CAISO,ALAMITOS ENERGY CENTER,,SCE,los angeles,,,CA,CAISO,Full Capacity,Alamitos Switching Station 230kV,11/1/2025,,Feasibility Study,Gas,Gas,,,1903,,,787
919,withdrawn,4/2/2012,,,,CAISO,YUHA BASIN SOLAR,,SDGE,imperial,,,CA,CAISO,Full Capacity,Imperial Valley Substation 230kV,1/1/2015,,Feasibility Study,Solar,Solar,,,75,,,788
888,withdrawn,4/2/2012,,,,CAISO,LUCERNE VALLEY 100 MW PV PLANT,,SCE,san bernardino,,,CA,CAISO,Full Capacity,Jasper 220 kV,,,System Impact Study,Solar,Solar,,,100,,,789
922,withdrawn,4/2/2012,,10/13/2014,,CAISO,HIGHWIND POWER PROJECT,,SCE,kern,,,CA,CAISO,Full Capacity,Highwind Substation 230kV,1/1/2016,,Facility Study,Gas,Gas,,,291,,,790
885,operational,4/2/2012,11/5/2014,,1/5/2017,CAISO,SKIC SOLAR,,PGAE,kern,,,CA,CAISO,Full Capacity,Copus-Old River 70 kV line,1/1/2015,Executed,IA Executed,Solar,Solar,,,10,,,791
910,withdrawn,4/2/2012,,,,CAISO,HONEY LAKE GEOTHERMAL PROJECT,,PGAE,lassen,,,CA,CAISO,Full Capacity,Honey Lake Substation 60 kV,1/1/2015,,Feasibility Study,Other,Steam Turbine,,,20,,,792
907,withdrawn,4/2/2012,,,,CAISO,NEWHALL SOLAR ENERGY PROJECT,,PGAE,fresno,,,CA,CAISO,Full Capacity,Newhall Substation 115 kV bus,,,Feasibility Study,Solar,Solar,,,80,,,793
936,withdrawn,4/2/2012,,,,CAISO,COALINGA SOLAR CENTER,,PGAE,fresno,,,CA,CAISO,Full Capacity,Coalinga 1-Coalinga 2 70kV line,5/1/2015,,Feasibility Study,Solar,Solar,,,20,,,794
900,operational,4/2/2012,9/24/2014,,,CAISO,RIO BRAVO SOLAR 1,,PGAE,kern,,,CA,CAISO,Full Capacity,Midway Temblor 115 kV line,,Executed,IA Executed,Solar,Solar,,,20,,,795
917,withdrawn,4/2/2012,,,,CAISO,LEMOORE SOLAR - C5,,PGAE,kings,,,CA,CAISO,Full Capacity,Henrietta-GWF 115 kV Line;,12/1/2014,,System Impact Study,Solar,Solar,,,20,,,796
879,withdrawn,4/2/2012,,,,CAISO,LASSEN LODGE HYDROELECTRIC PROJECT EXPANSION,,PGAE,tehama,,,CA,CAISO,Energy Only,Volta/South 60 kV,,,Feasibility Study,Hydro,Hydro,,,1.4,,,797
882,withdrawn,4/2/2012,,,,CAISO,GREAT VALLEY SOLAR 2,,PGAE,tulare,,,CA,CAISO,Full Capacity,Olive Substation 115 kV,,,Feasibility Study,Solar,Solar,,,120,,,798
915,withdrawn,4/2/2012,,,,CAISO,VEA HOMESTEAD,,VEA,nye,,,NV,CAISO,Full Capacity,Thousandaire Substation 138kV,12/1/2014,,Feasibility Study,Solar,Solar,,,20,,,799
894,withdrawn,4/2/2012,,,,CAISO,PROSPECT ENERGY CENTER,,PGAE,yuba,,,CA,CAISO,Full Capacity,Table Mountain-Rio Oso 230kV circuit,4/1/2017,,Feasibility Study,Gas,Gas,,,310,,,800
937,withdrawn,4/2/2012,,,,CAISO,WELLHEAD POWER LEMIETTA CHP,,PGAE,kings,,,CA,CAISO,Full Capacity,Lemoore-Henrietta 115kV line,4/1/2014,,System Impact Study,Other,Other,,,49,,,801
887,withdrawn,4/2/2012,,,,CAISO,BOULDER SOLAR POWER,,SCE,clark,,,NV,CAISO,Full Capacity,Eldorado Substation 220kV Bus,1/1/2015,,System Impact Study,Solar,Solar,,,300,,,802
902,withdrawn,4/2/2012,,,,CAISO,QUARTZ 2 SOLAR,,SCE,riverside,,,CA,CAISO,Full Capacity,"Colorado River sub, 230 kV bus",,,System Impact Study,Solar,Solar,,,150,,,803
916,withdrawn,4/2/2012,,,,CAISO,STRATFORD SOLAR - C5,,PGAE,kings,,,CA,CAISO,Full Capacity,Henrietta-GWF 115 kV Line,12/1/2014,,System Impact Study,Solar,Solar,,,20,,,804
880,withdrawn,4/2/2012,,,,CAISO,COPPER RAYS SOLAR,,VEA,nye,,,NV,CAISO,Full Capacity,Gamebird Substation 138kV,1/1/2013,,Feasibility Study,Solar,Solar,,,180,,,805
930,withdrawn,4/2/2012,,,,CAISO,ENN MOJAVE POWER 2,,SCE,clark,,,NV,CAISO,Full Capacity,Mohave-Lugo 500kV line,12/1/2015,,System Impact Study,Gas+Solar,Gas,Solar,,50,200,,806
899,withdrawn,4/2/2012,,,,CAISO,DUNNIGAN HILLS,,PGAE,yolo,,,CA,CAISO,Full Capacity,Ckt I & 2 Delevan-Vaca and Cortina-Vaca 230 kV lines,8/31/2015,,Feasibility Study,Wind,Wind,,,100,,,807
931,withdrawn,4/2/2012,,,,CAISO,ENN MOJAVE POWER 3,,SCE,clark,,,NV,CAISO,Full Capacity,Mohave-Eldorado 500kV line,12/1/2015,,System Impact Study,Solar+Gas,Solar,Gas,,150,150,,808
911,operational,4/2/2012,10/1/2015,,4/1/2016,CAISO,PASTORIA ENERGY FACILITY,,SCE,kern,,,CA,CAISO,Full Capacity,Pastoria Substation 220kV,1/1/2014,Executed,IA Executed,Gas,Gas,,,50,,,809
884,withdrawn,4/2/2012,,,,CAISO,SANDY VALLEY SOLAR PROJECT,,VEA,nye,,,NV,CAISO,Full Capacity,Crazy Eyes Subsation 230kV,,,Feasibility Study,Solar,Solar,,,250,,,810
903,withdrawn,4/2/2012,,,,CAISO,DESERT BUTTE SOLAR FARM,,SCE,los angeles,,,CA,CAISO,Full Capacity,Lugo-Vincent 500 kV line,,,System Impact Study,Solar,Solar,,,387,,,811
909,operational,4/2/2012,,,,CAISO,MOJAVE SOLAR,,SCE,san bernardino,,,CA,CAISO,Energy Only,Sandlot Substation 220kV,2/11/2014,In Progress,Operational,Solar,Solar,,,25,,,812
